Current value: 1.805274145943778, Current params: {'LEARNING_RATE': 0.000998959508133048, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7949962283590672, 'DAMPENING': 0.1953830944366441, 'GAMMA': 0.19437324522566257, 'STEP_SIZE': 11}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.717378249168396, Current params: {'LEARNING_RATE': 0.0006950186033976372, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5320627269995238, 'DAMPENING': 0.06289774612435214, 'GAMMA': 0.6744320298719859, 'STEP_SIZE': 18}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9126029586791993, Current params: {'LEARNING_RATE': 3.220895045628555e-05, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.561689542638724, 'DAMPENING': 0.05711617682889823, 'GAMMA': 0.589604505934399, 'STEP_SIZE': 20}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7685446262359619, Current params: {'LEARNING_RATE': 0.0012084125031089007, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5441493627561567, 'DAMPENING': 0.07584386209319054, 'GAMMA': 0.655060610758649, 'STEP_SIZE': 15}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6821165466308594, Current params: {'LEARNING_RATE': 0.0004575269135020996, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5001467472281456, 'DAMPENING': 0.03222208233873675, 'GAMMA': 0.625669206934849, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6539545249938965, Current params: {'LEARNING_RATE': 0.00055907239967261, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5022874228804206, 'DAMPENING': 0.004519078838023133, 'GAMMA': 0.6355281711260524, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8950480914115906, Current params: {'LEARNING_RATE': 0.001519492430829533, 'BETA_1': 0.95, 'BETA_2': 0.9999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.524872966519898, 'DAMPENING': 0.014221523896844682, 'GAMMA': 0.830896285451862, 'STEP_SIZE': 32}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.815743794808021, Current params: {'LEARNING_RATE': 0.0009880082908982294, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5096187259964486, 'DAMPENING': 0.10017309311777627, 'GAMMA': 0.7041340560217944, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8746007299423217, Current params: {'LEARNING_RATE': 0.001922952612843511, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5758222581096621, 'DAMPENING': 0.011868110713411865, 'GAMMA': 0.38450587537047665, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7267828328268868, Current params: {'LEARNING_RATE': 0.004099004568880306, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5901878311448752, 'DAMPENING': 0.00013156361551521552, 'GAMMA': 0.7473386297848903, 'STEP_SIZE': 30}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.307430601119995, Current params: {'LEARNING_RATE': 0.0005959442597042695, 'BETA_1': 0.95, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5537499830243745, 'DAMPENING': 0.11112290731860436, 'GAMMA': 0.8750500924153137, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7559331274032592, Current params: {'LEARNING_RATE': 0.00032264847888397656, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5017445580418551, 'DAMPENING': 0.04530409548279375, 'GAMMA': 0.6208434761483367, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7931779623031616, Current params: {'LEARNING_RATE': 0.0010104846004919503, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5190035806783976, 'DAMPENING': 0.006184029557390412, 'GAMMA': 0.5922553945823588, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6172297239303588, Current params: {'LEARNING_RATE': 0.0016412693663914089, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5305541285544613, 'DAMPENING': 0.014893703988464643, 'GAMMA': 0.6369804069713542, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7172847032546996, Current params: {'LEARNING_RATE': 0.0016187372569275494, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5394774723149406, 'DAMPENING': 0.01770999311988864, 'GAMMA': 0.4432877661264345, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7189213679387019, Current params: {'LEARNING_RATE': 0.0021324734657766848, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6181174094024193, 'DAMPENING': 0.02093328298659611, 'GAMMA': 0.5453662563704031, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.707609314918518, Current params: {'LEARNING_RATE': 0.001246311462467453, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6332633059748216, 'DAMPENING': 0.007565732571820936, 'GAMMA': 0.6659328201630353, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7773510181542598, Current params: {'LEARNING_RATE': 0.0024734118102515083, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 16, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'LinearLR', 'MOMENTUM': 0.5268109697191312, 'DAMPENING': 0.026594669536400477, 'GAMMA': 0.7297744144886278, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.3259751653671263, Current params: {'LEARNING_RATE': 0.001688650506263638, 'BETA_1': 0.8, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'None', 'MOMENTUM': 0.6014940069190607, 'DAMPENING': 0.10009949713498408, 'GAMMA': 0.511362932492211, 'STEP_SIZE': 33}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7754241136404185, Current params: {'LEARNING_RATE': 0.0029997131487874552, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5467486690259444, 'DAMPENING': 0.06913252093231981, 'GAMMA': 0.6929109141061073, 'STEP_SIZE': 19}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7603747701644898, Current params: {'LEARNING_RATE': 0.007249297215970362, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5125214604762898, 'DAMPENING': 0.08386930661560503, 'GAMMA': 0.7918128451757913, 'STEP_SIZE': 42}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7900701570510864, Current params: {'LEARNING_RATE': 0.000575637533265888, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5109576307982613, 'DAMPENING': 0.03307287046177071, 'GAMMA': 0.6077750230818884, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6939411449432373, Current params: {'LEARNING_RATE': 0.000739754017894436, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5017280828515948, 'DAMPENING': 0.019564878038369884, 'GAMMA': 0.6374089661524305, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7340433931350707, Current params: {'LEARNING_RATE': 0.00034981485831471975, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5292135153098682, 'DAMPENING': 0.014263231258116238, 'GAMMA': 0.6281964627259343, 'STEP_SIZE': 22}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7279482555389405, Current params: {'LEARNING_RATE': 0.0011303816453789597, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5192799237117922, 'DAMPENING': 0.09323595398135207, 'GAMMA': 0.6614463591794498, 'STEP_SIZE': 30}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.07831680059433, Current params: {'LEARNING_RATE': 0.008631404761112732, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5610562789162993, 'DAMPENING': 0.03368790812459102, 'GAMMA': 0.7675599392219923, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8848580884933472, Current params: {'LEARNING_RATE': 0.001374152851148284, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6485817540069769, 'DAMPENING': 0.05157822236345907, 'GAMMA': 0.6045570139601983, 'STEP_SIZE': 29}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7805602216720582, Current params: {'LEARNING_RATE': 0.00021185302342795946, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5478961760977231, 'DAMPENING': 0.003963295748772973, 'GAMMA': 0.8408666667095225, 'STEP_SIZE': 7}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9201473272763765, Current params: {'LEARNING_RATE': 0.0018417571974438521, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5691896555808078, 'DAMPENING': 0.0422048742925784, 'GAMMA': 0.7194065175649473, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.809494638442993, Current params: {'LEARNING_RATE': 0.0008448371789922864, 'BETA_1': 0.95, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5340311797278859, 'DAMPENING': 0.07349922886010445, 'GAMMA': 0.6933919646130375, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7303806373051234, Current params: {'LEARNING_RATE': 0.0014503990713340257, 'BETA_1': 0.9, 'BETA_2': 0.9999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5847836565886928, 'DAMPENING': 0.027572388946524272, 'GAMMA': 0.6442044099314507, 'STEP_SIZE': 22}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7795127439498901, Current params: {'LEARNING_RATE': 0.0005667934656372728, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5001575250819361, 'DAMPENING': 0.058770484169976364, 'GAMMA': 0.34131384296215245, 'STEP_SIZE': 16}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.056487731933594, Current params: {'LEARNING_RATE': 3.995651588663144e-06, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7138638352007252, 'DAMPENING': 0.04905834150807028, 'GAMMA': 0.5711179622990457, 'STEP_SIZE': 18}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7228169107437135, Current params: {'LEARNING_RATE': 0.0010884409718648408, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5238883841511126, 'DAMPENING': 0.06418860802798552, 'GAMMA': 0.6277194507368348, 'STEP_SIZE': 20}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6987810277938842, Current params: {'LEARNING_RATE': 0.00048347860044041177, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6696414319911133, 'DAMPENING': 0.14511259064134058, 'GAMMA': 0.6550394894834917, 'STEP_SIZE': 12}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
